ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,impressions,clicks,spent,total_conversion,approved_conversion,ctr,conversion_rate,cpa,roas
777235,936,115637,30-34,M,65,2883,1,0.99000001,1,1,0.000346860908775581,1.0,0.99000001,1.0101009998979698
777248,936,115639,30-34,F,7,3989,1,1.279999971,1,0,0.000250689395838556,0.0,,0.7812500177001956
777261,936,115641,40-44,M,29,19603,4,5.279999971,1,1,0.00020405040044891087,0.25,5.279999971,0.18939394043417127
777382,936,115675,40-44,M,24,3047,1,1.379999995,1,0,0.0003281916639317361,0.0,,0.7246376837849192
777398,936,115677,35-39,M,24,3029,1,1.049999952,1,1,0.0003301419610432486,1.0,1.049999952,0.9523809959183692
777410,936,115679,45-49,M,26,3490,1,1.340000033,1,1,0.00028653295128939826,1.0,1.340000033,0.7462686383381605
777482,936,115691,45-49,M,28,2479,0,0.0,1,0,0.0,,,
777495,936,115693,40-44,M,19,19581,7,10.42999983,2,0,0.000357489402992697,0.0,,0.19175455729609536
777519,936,115697,45-49,M,29,19537,5,6.099999905,1,0,0.00025592465578133796,0.0,,0.16393442878258538
777625,936,115715,45-49,M,16,59433,12,19.65999949,3,0,0.00020190803089192874,0.0,,0.152594103653255
777627,936,115715,45-49,M,16,157534,33,56.19000077,2,0,0.00020947858874909543,0.0,,0.03559352149124379
777638,936,115717,40-44,M,7,1781,0,0.0,1,1,0.0,,0.0,
777670,936,115723,40-44,M,16,23769,4,6.029999852,1,0,0.00016828642349278473,0.0,,0.16583748334062148
777673,936,115723,40-44,M,16,7101,0,0.0,1,0,0.0,,,
777742,936,115735,35-39,M,64,4726,1,1.830000043,1,1,0.00021159542953872197,1.0,1.830000043,0.5464480745916572
777758,936,115737,30-34,M,19,5209,1,0.959999979,2,0,0.0001919754271453254,0.0,,2.083333378906251
777794,936,115743,30-34,M,18,13473,3,2.619999945,3,0,0.00022266755733689602,0.0,,1.1450381919759927
777816,936,115747,40-44,M,2,500,0,0.0,1,1,0.0,,0.0,
777871,936,115756,30-34,M,20,4616,1,1.360000014,1,0,0.0002166377816291161,0.0,,0.7352941100778548
777904,936,115762,30-34,M,31,3279,0,0.0,1,0,0.0,,,
777905,936,115762,30-34,M,31,3288,0,0.0,1,0,0.0,,,
778037,936,115784,35-39,M,27,14615,4,6.050000191,1,0,0.00027369141293191924,0.0,,0.16528925098012448
778048,936,115786,30-34,M,27,56615,12,19.88000035,2,0,0.00021195796167093527,0.0,,0.1006036199591918
778085,936,115792,30-34,M,26,11735,3,4.529999971,1,1,0.00025564550489987217,0.3333333333333333,4.529999971,0.2207505532895731
778087,936,115792,30-34,M,26,15910,5,6.779999852,1,0,0.00031426775612822125,0.0,,0.14749262858833465
778112,936,115796,35-39,M,29,11446,2,3.090000033,1,1,0.00017473353136466887,0.5,3.090000033,0.3236245920130707
778113,936,115796,35-39,M,29,4595,0,0.0,1,0,0.0,,,
778124,936,115798,30-34,M,29,4871,0,0.0,1,0,0.0,,,
778148,936,115802,35-39,M,28,3199,0,0.0,1,0,0.0,,,
778156,936,115804,30-34,M,28,9388,2,3.140000105,1,0,0.00021303792074989347,0.0,,0.31847132693009894
778161,936,115804,30-34,M,28,17954,6,7.5400002,2,1,0.0003341873677175003,0.16666666666666666,7.5400002,0.26525198235405884
778208,936,115812,40-44,F,29,2755,0,0.0,1,0,0.0,,,
778264,936,115822,40-44,F,27,8152,1,0.99000001,1,0,0.0001226692836113837,0.0,,1.0101009998979698
778266,936,115822,40-44,F,27,74542,19,34.1500001,1,0,0.00025488986074964447,0.0,,0.029282576781017346
778421,936,115848,40-44,F,20,6699,2,3.090000033,1,0,0.0002985520226899537,0.0,,0.3236245920130707
778422,936,115848,40-44,F,20,11911,4,3.959999919,1,0,0.00033582402820921836,0.0,,0.2525252576905419
778461,936,115854,40-44,M,29,10090,2,2.650000095,1,1,0.00019821605550049553,0.5,2.650000095,0.3773584770380923
778471,936,115856,30-34,M,32,1273,0,0.0,1,1,0.0,,0.0,
778483,936,115858,40-44,F,18,24188,5,8.179999828,1,0,0.00020671407309409625,0.0,,0.12224939132358134
778529,936,115866,30-34,M,31,2214,0,0.0,1,0,0.0,,,
778556,936,115870,40-44,M,32,9735,4,4.130000114,1,1,0.00041088854648176684,0.25,4.130000114,0.2421307439218148
778590,936,115876,30-34,M,30,1371,0,0.0,1,1,0.0,,0.0,
778600,936,115878,40-44,F,22,10750,4,5.389999866,1,0,0.00037209302325581393,0.0,,0.18552876156973172
778626,936,115882,30-34,M,29,7629,1,0.720000029,1,1,0.00013107877834578582,1.0,0.720000029,1.388888832947533
778628,936,115882,30-34,M,29,4608,0,0.0,1,0,0.0,,,
778674,936,115890,35-39,M,29,3732,0,0.0,1,0,0.0,,,
778689,936,115892,30-34,M,28,7453,1,1.679999948,1,1,0.0001341741580571582,1.0,1.679999948,0.5952381136621321
778722,936,115898,35-39,F,64,41785,14,19.10000038,1,0,0.0003350484623668781,0.0,,0.05235601990077028
778737,936,115900,35-39,M,27,8077,2,3.579999924,1,1,0.0002476166893648632,0.5,3.579999924,0.2793296148684499
778756,936,115904,35-39,F,63,5602,1,1.580000043,1,0,0.0001785076758300607,0.0,,0.63291137518026
778804,936,115912,30-34,M,26,6184,2,2.75,1,1,0.0003234152652005175,0.5,2.75,0.36363636363636365
778808,936,115912,30-34,M,26,1738,0,0.0,1,0,0.0,,,
778964,936,115938,35-39,F,27,112460,25,41.29000068,1,0,0.00022230126267117198,0.0,,0.024218938811603818
779057,936,115954,40-44,M,15,4414,0,0.0,1,0,0.0,,,
779106,936,115962,35-39,F,30,14670,7,9.410000324,1,0,0.00047716428084526244,0.0,,0.10626992195202394
779438,936,116031,30-34,F,64,33144,9,13.40999985,1,0,0.0002715423606082549,0.0,,0.07457121634494276
779453,936,116033,45-49,M,64,4397,1,0.949999988,1,0,0.00022742779167614282,0.0,,1.0526315922437675
779488,936,116039,45-49,M,65,1006,0,0.0,1,0,0.0,,,
779573,936,116053,35-39,F,10,89527,24,32.28999996,1,0,0.0002680755526265819,0.0,,0.03096934039141448
779608,936,116059,35-39,F,15,2459,0,0.0,1,0,0.0,,,
779609,936,116059,35-39,F,15,7116,2,1.730000019,1,1,0.0002810567734682406,0.5,1.730000019,0.5780346757325672
779622,936,116061,30-34,F,15,8613,1,0.889999986,2,0,0.00011610356437942645,0.0,,2.2471910465850278
779631,936,116063,35-39,F,16,9730,1,1.379999995,1,0,0.00010277492291880781,0.0,,0.7246376837849192
779644,936,116065,30-34,F,16,51816,8,10.2299999,2,1,0.0001543924656476764,0.125,10.2299999,0.19550342322095235
779645,936,116065,30-34,F,16,27289,3,4.429999828,1,0,0.00010993440580453663,0.0,,0.22573364307588864
779715,936,116077,30-34,F,29,20409,4,3.829999924,1,0,0.0001959919643294625,0.0,,0.2610966109251547
779716,936,116077,30-34,F,29,8044,1,1.110000014,1,0,0.00012431626056688214,0.0,,0.900900889538187
779738,936,116081,30-34,F,28,15645,4,5.349999905,1,0,0.0002556727388942154,0.0,,0.18691589116953453
779778,936,116087,30-34,F,31,2466,0,0.0,2,2,0.0,,0.0,
779789,936,116089,45-49,M,10,11611,3,3.950000048,1,1,0.00025837567823615537,0.3333333333333333,3.950000048,0.2531645538855953
779824,936,116095,45-49,M,7,9375,3,4.019999981,1,0,0.00032,0.0,,0.24875622008118614
779871,936,116103,30-34,F,32,4402,1,1.330000043,1,1,0.00022716946842344388,1.0,1.330000043,0.7518796749392285
779918,936,116111,30-34,F,18,8469,2,3.089999914,1,0,0.0002361553902467824,0.0,,0.3236246044762835
779922,936,116111,30-34,F,18,5823,1,1.419999957,1,1,0.0001717327837884252,1.0,1.419999957,0.7042253734378107
779944,936,116115,35-39,M,10,2549,0,0.0,1,0,0.0,,,
779979,936,116121,35-39,M,16,25817,4,6.019999981,1,0,0.00015493666963628617,0.0,,0.16611295733490802
779995,936,116123,30-34,F,20,1961,0,0.0,1,0,0.0,,,
780064,936,116135,30-34,F,22,2554,0,0.0,1,0,0.0,,,
780104,936,116147,30-34,F,25,4971,1,1.230000019,1,1,0.0002011667672500503,1.0,1.230000019,0.8130081175226388
780199,936,116163,35-39,F,23,1030,0,0.0,1,1,0.0,,0.0,
780318,936,116183,45-49,F,29,162341,56,77.07999969,3,0,0.00034495290776821627,0.0,,0.03892060212850788
780323,936,116183,45-49,F,29,24542,7,9.329999924,1,0,0.0002852253280091272,0.0,,0.10718113699311538
780486,936,116216,30-34,F,65,2879,0,0.0,1,1,0.0,,0.0,
780498,936,116218,30-34,F,64,13621,3,4.090000033,1,0,0.0002202481462447691,0.0,,0.24449877553338398
780511,936,116220,30-34,F,63,6175,1,1.370000005,2,1,0.00016194331983805668,1.0,1.370000005,1.4598540092706058
780629,936,116240,30-34,F,28,2963,0,0.0,1,0,0.0,,,
780653,936,116244,30-34,F,29,9076,1,1.379999995,1,1,0.00011018069634200089,1.0,1.379999995,0.7246376837849192
780655,936,116244,30-34,F,29,20941,4,5.909999967,1,1,0.00019101284561386754,0.25,5.909999967,0.16920473867745456
780666,936,116246,45-49,F,10,3462,0,0.0,1,0,0.0,,,
780681,936,116248,30-34,F,26,4073,0,0.0,1,1,0.0,,0.0,
780700,936,116252,30-34,F,27,3745,0,0.0,1,0,0.0,,,
780748,936,116265,30-34,F,24,830,0,0.0,1,0,0.0,,,
780759,936,116267,45-49,F,18,2912,0,0.0,1,0,0.0,,,
780760,936,116267,45-49,F,18,17167,5,6.910000086,1,0,0.00029125648045669016,0.0,,0.14471779848831684
780797,936,116273,30-34,F,22,24491,7,9.539999962,1,0,0.00028581928055203954,0.0,,0.10482180335253968
780799,936,116273,30-34,F,22,44699,13,17.30000037,2,0,0.00029083424685115997,0.0,,0.11560693394366674
780821,936,116277,30-34,F,23,6469,2,1.309999943,1,0,0.0003091667954861648,0.0,,0.7633588118408032
780830,936,116279,45-49,F,16,16053,3,4.079999924,1,1,0.00018688095683049897,0.3333333333333333,4.079999924,0.24509804378123806
780835,936,116279,45-49,F,16,54724,12,17.92999995,1,1,0.0002192822162122652,0.08333333333333333,17.92999995,0.05577244856601352
780867,936,116285,30-34,F,21,4706,1,1.220000029,1,0,0.00021249468763280918,0.0,,0.8196721116635318
780974,936,116303,40-44,F,32,8316,3,4.569999933,1,1,0.00036075036075036075,0.3333333333333333,4.569999933,0.21881838395204195
781066,936,116323,40-44,F,22,5794,2,2.269999981,1,0,0.00034518467380048324,0.0,,0.44052863804847764
781114,936,116331,40-44,F,18,4813,1,1.029999971,1,0,0.00020777062123415748,0.0,,0.970873813743049
781159,936,116339,40-44,F,10,85285,26,36.13000035,1,0,0.00030486017470833087,0.0,,0.027677829790001645
781162,936,116339,40-44,F,10,5839,1,1.370000005,1,0,0.00017126220243192326,0.0,,0.7299270046353029
781175,936,116341,40-44,F,15,5859,1,1.539999962,1,0,0.00017067759003242875,0.0,,0.6493506653735879
781187,936,116343,40-44,F,16,164118,41,59.06999993,1,0,0.00024982025128261374,0.0,,0.01692906722845835
781195,936,116345,35-39,F,63,18234,6,7.810000062,1,0,0.0003290556103981573,0.0,,0.12804097209493723
781207,936,116347,35-39,F,64,2755,0,0.0,1,0,0.0,,,
781303,936,116363,35-39,F,27,73676,20,28.5,1,0,0.00027145881969705196,0.0,,0.03508771929824561
781305,936,116363,35-39,F,27,18421,7,10.07999992,1,0,0.00038000108571738776,0.0,,0.09920634999370119
781327,936,116367,35-39,F,29,164754,49,67.97999978,2,1,0.0002974131128834505,0.02040816326530612,67.97999978,0.02942041786514404
781353,936,116371,35-39,F,10,7449,1,1.639999986,1,1,0.00013424620754463686,1.0,1.639999986,0.6097561027662106
781354,936,116371,35-39,F,10,6424,1,0.529999971,1,0,0.00015566625155666251,0.0,,1.8867925560697816
781438,936,116385,30-34,M,63,2086,0,0.0,1,0,0.0,,,
781470,936,116391,35-39,M,16,6016,0,0.0,1,0,0.0,,,
781499,936,116395,35-39,M,15,6412,1,1.370000005,1,0,0.00015595757953836556,0.0,,0.7299270046353029
781508,936,116397,30-34,F,63,5040,1,1.440000057,1,0,0.0001984126984126984,0.0,,0.6944444169560197
781556,936,116405,30-34,F,32,1772,0,0.0,1,0,0.0,,,
781559,936,116405,30-34,F,32,1783,0,0.0,1,0,0.0,,,
781606,936,116413,35-39,M,20,8200,3,3.919999957,1,0,0.00036585365853658537,0.0,,0.2551020436146398
781690,936,116427,45-49,F,26,115896,38,49.44000006,1,0,0.00032788016842686546,0.0,,0.02022653719228171
781811,936,116447,35-39,F,16,10186,1,1.230000019,1,1,9.817396426467701e-05,1.0,1.230000019,0.8130081175226388
781857,936,116455,30-34,M,20,9134,3,4.180000067,2,0,0.00032844317932997593,0.0,,0.4784688918522929
781858,936,116455,30-34,M,20,3385,1,1.440000057,1,1,0.0002954209748892171,1.0,1.440000057,0.6944444169560197
781907,936,116463,45-49,F,21,1314,0,0.0,1,0,0.0,,,
781928,936,116467,30-34,M,18,2916,0,0.0,1,1,0.0,,0.0,
781929,936,116467,30-34,M,18,6142,1,1.330000043,1,0,0.00016281341582546403,0.0,,0.7518796749392285
781950,936,116471,30-34,F,20,1984,0,0.0,1,0,0.0,,,
781999,936,116479,30-34,M,24,9142,3,3.749999881,1,0,0.00032815576460293154,0.0,,0.26666667512888914
782001,936,116479,30-34,M,24,5475,2,2.730000019,1,1,0.00036529680365296805,0.5,2.730000019,0.3663003637510231
782022,936,116483,30-34,F,18,8254,2,2.320000052,1,1,0.000242306760358614,0.5,2.320000052,0.43103447309750315
782026,936,116483,30-34,F,18,5704,1,1.320000052,1,0,0.0001753155680224404,0.0,,0.7575757277318653
782130,936,116501,30-34,F,16,7301,0,0.0,1,0,0.0,,,
782134,936,116501,30-34,F,16,37873,5,6.169999957,1,1,0.00013202017268238586,0.2,6.169999957,0.16207455542450663
782135,936,116501,30-34,F,16,25267,4,4.940000057,2,1,0.0001583092571338109,0.25,4.940000057,0.40485829492369985
782171,936,116507,30-34,F,30,535,0,0.0,1,0,0.0,,,
782180,936,116509,30-34,M,29,3396,0,0.0,1,0,0.0,,,
782219,936,116515,30-34,M,26,977,0,0.0,1,0,0.0,,,
782228,936,116517,40-44,F,63,12318,5,6.340000153,1,1,0.00040591005033284623,0.2,6.340000153,0.157728702818219
782242,936,116519,30-34,F,28,4783,1,0.860000014,1,0,0.0002090738030524775,0.0,,1.162790678745268
782275,936,116525,30-34,F,29,6475,1,1.350000024,1,0,0.00015444015444015445,0.0,,0.7407407275720167
782337,936,116535,45-49,F,16,104578,29,39.25000095,1,1,0.00027730497810246895,0.034482758620689655,39.25000095,0.025477706389711564
782407,936,116547,45-49,F,10,33664,11,12.51000035,1,0,0.0003267585551330798,0.0,,0.0799360489226525
782443,936,116553,40-44,F,20,979,0,0.0,1,0,0.0,,,
782541,936,116569,40-44,F,28,7337,3,4.079999924,1,0,0.0004088864658579801,0.0,,0.24509804378123806
782587,936,116577,30-34,M,10,2499,0,0.0,1,0,0.0,,,
782647,936,116587,40-44,F,27,11244,3,4.550000191,1,0,0.00026680896478121667,0.0,,0.2197802105542813
782658,936,116589,30-34,M,15,4827,0,0.0,1,0,0.0,,,
782694,936,116595,35-39,F,29,29035,7,8.910000086,2,2,0.00024108834165662132,0.2857142857142857,4.455000043,0.22446688896698624
782706,936,116597,35-39,F,30,761,0,0.0,1,0,0.0,,,
782754,936,116605,35-39,F,26,6532,1,1.610000014,1,0,0.00015309246785058175,0.0,,0.6211180070213341
782815,936,116615,40-44,F,10,11537,3,4.300000191,1,0,0.00026003293750541737,0.0,,0.23255812920497615
782816,936,116615,40-44,F,10,12183,3,2.869999945,1,0,0.0002462447672986949,0.0,,0.3484320624263984
782862,936,116623,35-39,F,64,5912,1,1.559999943,1,1,0.00016914749661705008,1.0,1.559999943,0.6410256644477326
950068,936,123438,30-34,M,10,4012,1,1.570000052,1,0,0.0002492522432701894,0.0,,0.6369426540630458
950078,936,123440,30-34,M,16,12396,2,3.210000038,2,1,0.00016134236850596966,0.5,3.210000038,0.6230529521258529
950079,936,123440,30-34,M,16,3142,0,0.0,2,2,0.0,,0.0,
950099,936,123443,30-34,M,18,1120,0,0.0,1,0,0.0,,,
950109,936,123445,30-34,M,20,343,0,0.0,1,1,0.0,,0.0,
950170,936,123455,30-34,M,15,1720,0,0.0,1,1,0.0,,0.0,
950179,936,123457,30-34,M,16,3423,0,0.0,1,1,0.0,,0.0,
950182,936,123457,30-34,M,16,3242,0,0.0,1,0,0.0,,,
950183,936,123457,30-34,M,16,15720,1,1.379999995,1,0,6.361323155216285e-05,0.0,,0.7246376837849192
950200,936,123460,30-34,M,10,1217,0,0.0,1,1,0.0,,0.0,
950224,936,123464,40-44,M,20,2367,2,2.839999914,1,1,0.0008449514152936206,0.5,2.839999914,0.35211268671890533
950326,936,123481,35-39,M,16,6607,1,1.320000052,2,0,0.00015135462388375965,0.0,,1.5151514554637306
950345,936,123484,30-34,M,64,616,0,0.0,1,0,0.0,,,
950452,936,123502,45-49,M,16,5537,1,1.519999981,1,0,0.00018060321473722233,0.0,,0.6578947450657896
950463,936,123504,45-49,M,15,818,0,0.0,1,0,0.0,,,
950495,936,123509,45-49,M,21,1909,1,0.980000019,1,0,0.0005238344683080147,0.0,,1.020408143481883
950521,936,123514,30-34,M,21,351,0,0.0,1,0,0.0,,,
950531,936,123515,45-49,M,22,572,0,0.0,1,0,0.0,,,
950537,936,123516,40-44,M,36,1884,1,1.409999967,1,0,0.0005307855626326964,0.0,,0.7092198747547913
950550,936,123519,30-34,M,30,219,0,0.0,1,0,0.0,,,
950577,936,123523,30-34,M,32,540,0,0.0,1,1,0.0,,0.0,
950578,936,123523,30-34,M,32,550,0,0.0,1,0,0.0,,,
950595,936,123526,30-34,M,26,465,0,0.0,1,0,0.0,,,
950609,936,123528,30-34,M,29,1761,0,0.0,1,1,0.0,,0.0,
950629,936,123532,30-34,M,65,152,0,0.0,1,1,0.0,,0.0,
950631,936,123532,30-34,M,65,152,0,0.0,1,1,0.0,,0.0,
950649,936,123535,30-34,M,64,429,0,0.0,1,0,0.0,,,
950745,936,123551,30-34,M,29,1514,0,0.0,2,2,0.0,,0.0,
950770,936,123555,30-34,M,28,7780,3,4.329999924,2,2,0.00038560411311053987,0.6666666666666666,2.164999962,0.4618937725413226
950772,936,123556,35-39,M,28,460,0,0.0,1,0,0.0,,,
950773,936,123556,35-39,M,28,471,0,0.0,1,0,0.0,,,
950776,936,123556,35-39,M,28,2633,1,1.070000052,1,0,0.00037979491074819596,0.0,,0.9345793938335248
950787,936,123558,30-34,M,27,199,0,0.0,1,0,0.0,,,
950808,936,123562,35-39,M,32,398,0,0.0,1,0,0.0,,,
950839,936,123567,30-34,M,24,246,0,0.0,2,2,0.0,,0.0,
950878,936,123573,40-44,M,10,2967,1,1.5,1,1,0.0003370407819346141,1.0,1.5,0.6666666666666666
950969,936,123588,45-49,M,36,255,0,0.0,1,0,0.0,,,
951021,936,123597,30-34,F,7,457,0,0.0,1,1,0.0,,0.0,
951033,936,123599,30-34,F,10,5517,1,1.230000019,1,0,0.00018125793003443902,0.0,,0.8130081175226388
951035,936,123599,30-34,F,10,1539,0,0.0,1,1,0.0,,0.0,
951043,936,123601,30-34,F,16,3189,0,0.0,1,0,0.0,,,
951045,936,123601,30-34,F,16,3348,0,0.0,1,0,0.0,,,
951046,936,123601,30-34,F,16,20050,4,4.659999847,4,1,0.00019950124688279303,0.25,4.659999847,0.858369126894952
951102,936,123611,45-49,M,16,2254,0,0.0,1,0,0.0,,,
951105,936,123611,45-49,M,16,5894,1,1.539999962,1,1,0.00016966406515100103,1.0,1.539999962,0.6493506653735879
951133,936,123616,35-39,M,16,9948,2,2.720000029,2,0,0.0002010454362685967,0.0,,0.7352941098075261
951202,936,123627,45-49,F,26,5307,3,4.289999962,2,1,0.0005652911249293386,0.3333333333333333,4.289999962,0.4662004703299809
951225,936,123631,35-39,F,22,4621,2,3.25,1,1,0.00043280675178532783,0.5,3.25,0.3076923076923077
951270,936,123639,35-39,F,18,784,0,0.0,1,1,0.0,,0.0,
951282,936,123641,35-39,F,16,5775,1,1.580000043,1,1,0.00017316017316017316,1.0,1.580000043,0.63291137518026
951285,936,123641,35-39,F,16,9297,2,2.619999886,2,1,0.00021512315800795956,0.5,2.619999886,0.7633588118408032
951294,936,123643,35-39,F,15,699,0,0.0,1,0,0.0,,,
951305,936,123644,35-39,F,10,1104,0,0.0,1,0,0.0,,,
951334,936,123649,30-34,F,64,3717,1,1.539999962,1,0,0.0002690341673392521,0.0,,0.6493506653735879
951391,936,123659,30-34,F,28,2879,1,1.590000033,2,2,0.0003473428273706148,2.0,0.7950000165,1.2578616091135641
951392,936,123659,30-34,F,28,2749,1,1.389999986,1,0,0.0003637686431429611,0.0,,0.7194244676776564
951400,936,123660,45-49,F,10,24028,9,12.39000034,2,0,0.0003745630098218745,0.0,,0.16142049597393313
951402,936,123661,30-34,F,29,1118,0,0.0,1,1,0.0,,0.0,
951413,936,123662,30-34,F,26,1083,0,0.0,2,1,0.0,,0.0,
951420,936,123664,30-34,F,27,843,0,0.0,1,0,0.0,,,
951444,936,123668,30-34,F,25,2983,1,0.970000029,1,0,0.00033523298692591353,0.0,,1.0309278042299934
951448,936,123668,30-34,F,25,696,0,0.0,1,0,0.0,,,
951462,936,123671,45-49,F,16,7589,2,3.150000095,1,1,0.0002635393332454869,0.5,3.150000095,0.3174603078861177
951464,936,123671,45-49,F,16,20997,10,11.94999981,1,0,0.000476258513120922,0.0,,0.08368200969870979
951465,936,123671,45-49,F,16,4617,1,1.360000014,1,0,0.00021659085986571366,0.0,,0.7352941100778548
951498,936,123677,45-49,F,20,259,0,0.0,1,0,0.0,,,
951508,936,123678,30-34,F,18,1134,0,0.0,1,0,0.0,,,
951542,936,123684,40-44,F,27,357,0,0.0,1,0,0.0,,,
951607,936,123695,40-44,F,10,848,0,0.0,1,1,0.0,,0.0,
951608,936,123695,40-44,F,10,3149,1,1.480000019,1,0,0.00031756113051762465,0.0,,0.675675667001461
951641,936,123700,40-44,F,2,87,0,0.0,1,1,0.0,,0.0,
951677,936,123706,35-39,F,27,2563,1,1.480000019,1,0,0.0003901677721420211,0.0,,0.675675667001461
951692,936,123709,35-39,F,10,1107,0,0.0,1,0,0.0,,,
951715,936,123713,45-49,F,64,10677,5,7.269999981,1,0,0.00046829633792263745,0.0,,0.13755158220267952
951756,936,123720,35-39,F,22,2189,1,0.409999996,1,0,0.00045682960255824577,0.0,,2.4390244140392627
951779,936,123723,45-49,F,27,3277,2,2.680000067,1,0,0.0006103143118706134,0.0,,0.373134319029851
951782,936,123724,45-49,F,26,781,0,0.0,1,0,0.0,,,
951810,936,123729,35-39,F,16,2226,0,0.0,1,0,0.0,,,
951812,936,123729,35-39,F,16,16274,4,6.079999924,2,0,0.0002457908320019663,0.0,,0.3289473725328948
951837,936,123733,45-49,F,20,2077,1,1.50999999,1,1,0.00048146364949446316,1.0,1.50999999,0.6622516600149116
951853,936,123736,30-34,F,20,529,0,0.0,0,0,0.0,,,
951854,936,123736,30-34,F,20,487,0,0.0,1,0,0.0,,,
951856,936,123736,30-34,F,20,4626,2,2.099999905,2,0,0.00043233895373973193,0.0,,0.9523809954648547
951941,936,123750,30-34,F,28,2764,1,1.559999943,1,1,0.000361794500723589,1.0,1.559999943,0.6410256644477326
952001,936,123760,45-49,F,10,5447,2,2.960000038,1,0,0.00036717459151826694,0.0,,0.3378378335007305
952031,936,123765,40-44,F,16,28169,8,12.36999989,1,1,0.000284000142000071,0.125,12.36999989,0.08084074445371721
952080,936,123774,40-44,F,27,415,0,0.0,1,0,0.0,,,
952100,936,123777,35-39,F,29,810,0,0.0,1,1,0.0,,0.0,
1121091,1178,144531,30-34,M,10,1194718,141,254.049996,28,14,0.00011801948242179326,0.09929078014184398,18.146428285714286,0.11021452643518247
1121092,1178,144531,30-34,M,10,637648,67,122.4,13,5,0.0001050736456477555,0.07462686567164178,24.48,0.10620915032679738
1121094,1178,144531,30-34,M,10,24362,0,0.0,1,1,0.0,,0.0,
1121095,1178,144531,30-34,M,10,459690,50,86.33000112,5,2,0.00010876895299005852,0.04,43.16500056,0.05791729335263096
1121096,1178,144531,30-34,M,10,750060,86,161.9099991,11,2,0.0001146574940671413,0.023255813953488372,80.95499955,0.0679389788224636
1121097,1178,144532,30-34,M,15,30068,1,1.820000052,1,0,3.3257948649727285e-05,0.0,,0.5494505337519628
1121098,1178,144532,30-34,M,15,1267550,123,236.7699986,24,10,9.703759220543568e-05,0.08130081300813008,23.676999860000002,0.10136419369814534
1121100,1178,144532,30-34,M,15,3052003,340,639.9499981,60,17,0.00011140224960460393,0.05,37.64411753529412,0.0937573250693631
1121101,1178,144532,30-34,M,15,29945,1,1.590000033,2,1,3.3394556687259975e-05,1.0,1.590000033,1.2578616091135641
1121102,1178,144532,30-34,M,15,357856,30,52.97000015,7,3,8.383260305821336e-05,0.1,17.656666716666667,0.13215027336563073
1121104,1178,144533,30-34,M,16,2080666,202,360.1500015,40,21,9.708429896965683e-05,0.10396039603960396,17.150000071428572,0.11106483363432668
1121105,1178,144533,30-34,M,16,145999,9,16.5200001,5,2,6.164425783738245e-05,0.2222222222222222,8.26000005,0.30266343642455545
1121107,1178,144533,30-34,M,16,32616,1,1.539999962,2,0,3.06597988717194e-05,0.0,,1.2987013307471758
1121108,1178,144533,30-34,M,16,984521,95,163.8999972,26,14,9.64936248185666e-05,0.14736842105263157,11.707142657142857,0.15863331570575523
1121110,1178,144534,30-34,M,18,880814,123,210.3600006,6,2,0.00013964355698251843,0.016260162601626018,105.1800003,0.02852253271955923
1121111,1178,144534,30-34,M,18,182452,20,35.73000026,4,1,0.00010961787209786684,0.05,35.73000026,0.11195074085902065
1121113,1178,144534,30-34,M,18,894911,120,215.8399994,7,4,0.00013409154653367766,0.03333333333333333,53.95999985,0.03243143077955364
1121114,1178,144534,30-34,M,18,31349,2,3.800000072,1,0,6.379788828989761e-05,0.0,,0.2631578897506926
1121115,1178,144535,30-34,M,19,410310,55,96.80000055,3,0,0.0001340449903731325,0.0,,0.03099173536110068
1121116,1178,144535,30-34,M,19,572450,89,157.329998,7,4,0.00015547209363263168,0.0449438202247191,39.3324995,0.044492468626358216
1121117,1178,144535,30-34,M,19,98759,15,26.56999946,1,1,0.00015188489150355918,0.06666666666666667,26.56999946,0.03763643283115069
1121119,1178,144535,30-34,M,19,345371,54,93.08999991,7,3,0.00015635360235804395,0.05555555555555555,31.029999970000002,0.0751960469090949
1121121,1178,144536,30-34,M,20,323899,46,78.9200002,5,1,0.00014201958017777148,0.021739130434782608,78.9200002,0.06335529634223189
1121122,1178,144536,30-34,M,20,399199,58,103.1500002,3,0,0.000145290945117598,0.0,,0.029083858402164115
1121123,1178,144536,30-34,M,20,171202,22,36.53000021,3,1,0.0001285031716919195,0.045454545454545456,36.53000021,0.08212428094042981
1121124,1178,144536,30-34,M,20,128386,15,28.85000002,2,1,0.00011683516894365429,0.06666666666666667,28.85000002,0.06932409007325886
1121125,1178,144536,30-34,M,20,1034284,152,257.7099986,20,9,0.0001469615695495628,0.05921052631578947,28.63444428888889,0.07760661250494454
1121126,1178,144536,30-34,M,20,45923,5,7.220000148,2,0,0.00010887790431809768,0.0,,0.27700830457102094
1121127,1178,144537,30-34,M,21,40873,4,7.899999976,2,1,9.786411567538473e-05,0.25,7.899999976,0.25316455773113283
1121128,1178,144537,30-34,M,21,286553,34,62.06000042,2,1,0.00011865169794069509,0.029411764705882353,62.06000042,0.03222687699749777
1121129,1178,144537,30-34,M,21,20618,1,2.099999905,2,1,4.850130953535746e-05,1.0,2.099999905,0.9523809954648547
1121131,1178,144537,30-34,M,21,83591,7,14.14000046,2,2,8.374107260350995e-05,0.2857142857142857,7.07000023,0.14144271109875198
